Produk,Rating,Ulasan
Kanky Hiro Nobunaga - Sepatu Sneakers Casual Sport Sekolah Pria Dewasa,5,Terbaik...
Kanky Story Suiko - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,5,Bgs sptu nymn ringan pas dikaki cpt jg pengrmn a
Kanky Story Hageshi - Sepatu Sneakers Running Pria/Wanta Dewasa,4,Real pict tidak ada yg cocok... Anak sukak modelnya dan enak buat running
Kanky Yuga Ikebana - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,5,Sepatunya bagus ukuran pas
Kanky Story Honjo - Sepatu Sneakers Casual Sport Sekolah Pria Kanky Rubber Shoes,5,Emmppuukkk
Kanky Hiro Keiji V2 - Sepatu Sneakers Casual Sport Sekolah Pria Dewasa,4,"Produk bagus,cuman pengiriman sangat lama sampai 11 hari dari waktu pemesanan baru sampai"
Kanky Hiro Nobunaga - Sepatu Sneakers Casual Sport Sekolah Pria Dewasa,5,Bagus
Kanky x Tirta Story Sensu V2 - Sepatu Casual Sport Pria/Wanita Dewasa,5,"Bagusssss puolllll
Semoga awwet
Makasih kanky"
Kanky Story Kitadake - Sepatu Gunung Casual Sport Style Pria Dewasa,5,paket cepat sampai kualiatas layaknya kanky.. pembelian kedua coba 41 tp kynya emg harus upsize.. well selalu terbaik kanky
Kanky Hiro Nobunaga V2 - Sepatu Sneakers Casual Sport Sekolah Pria Dew,5,"good price,good quality 👍👍👍👍👍"
Kanky Hiro Keiji V2 - Sepatu Sneakers Casual Sport Sekolah Pria Dewasa,5,Sesuai pesanan
Kanky Yuga Makie - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa Kanky Original Shoes,4,"produknya bagus, ringan juga cuman sayang pengirimannya lama bangett 2 minggu chat adminnya juga ga membantu disuruh nunggu aja, next semoga lebih baik ya"
Kanky Hiro Nobunaga - Sepatu Sneakers Casual Sport Sekolah Pria Dewasa,4,"sepatunya bagus sesuai ekspektasi,cuma packing ga rapi.dievaluasi lagi ttg packing"
Kanky Yuga Makie - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa Kanky Original Shoes,5,"Ini enak bgt gak kebesaran gak kesempitan, saran aq c yg bysa pake ukuran spatu 39 ttep ambil ukuran 39 biarpun ukuran cm nya lebih panjang ini beneran pas koq 😁 smangat... "
Kanky x Tirta Story Sensu V2 - Sepatu Casual Sport Pria/Wanita Dewasa,5,"Selalu puas dgn sepatu kanky. secara visual nya keren, dipake enak. walaupun hrs terbiasa naikin size sepatu dr yg biasa dipake 1 size aja cukup. Tp yg penting Kanky kons... "
Kanky x Tahilalats x One Piece Story Kagayaku Zoro - Sepatu Sneakers Casual Sport Pria/Wanita Dewasa,5,Barang susui dengan yg dijual ...
Kanky Hiro Musashi - Sepatu Sneakers Casual Sport Sekolah Pria Dewasa,5,Joss
Kanky Story Honjo - Sepatu Sneakers Casual Sport Sekolah Pria Kanky Rubber Shoes,5,"Bagus banget, ringan dan empuk, ukuran di size chart nya juga pas, rekomended banget kanky🙏"
Kanky Story Suiko - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,5,Barangnya realpect tapi akunyg salah pikih jadi kesempitan dikakiku😢
Kanky Yuga Ikebana - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,5,"🙏baru ksh ulasan, alhmdllah pesannya bagusss realpick tokoya amanah mudah""an kuat sepatunya 🙏tiktok 🙏 jg bang kurir"
Kanky Story Suiko - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,5,"Bagus sepatunya nya, terus pas dipake juga ringan ga berat, worth it to buy seriuss✨"
Kanky Story Honjo - Sepatu Sneakers Casual Sport Sekolah Pria Dewasa Kanky Original Rubber Shoes,5,"Empuk banget om, nikmat"
Kanky x Tirta Story Sensu V2 - Sepatu Casual Sport Pria/Wanita Dewasa,5,"Terbaik pokoknya
Gabisa berkata-kata
Semoga awet. Hehehe"
Kanky Hiro Musashi - Sepatu Sneakers Casual Sport Sekolah Pria Dewasa,5,"Barang sesuai real pict.. Mntap bukan kaleng"""
Kanky Street RC-02 by Rico Lubis - Sepatu Basketball Pria Dewasa,5,Bagus top
Kanky x Tirta Story Mizu - Sepatu Sneakers Running Pria Dewasa,5,enak
Kanky Yuga Makie - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa Kanky Original Shoes,5,Bagus sekali 😍😍😍 tidak kecewa sama sekali
KANKY x STAPLE  EXC-02  -  Sepatu Casual Sport Style Pria Dewasa - Kanky Sportstyle,5,"baru dipake buat jalan santai, nyaman dan ga berasa gerah di kaki. kupikir bakal berat tepi ternyata cukup enteng. desain si kece ya pastinya"
Kanky x Tahilalats x One Piece Story Kagayaku Chopper - Sepatu Sneakers Casual Sport Pria/Wanita Dewasa,5,Aaaaaa sepatu lokal yg bagus bgt kualitas nya sukaaaaaaak
Kanky Story Honjo - Sepatu Sneakers Casual Sport Sekolah Pria Dewasa Kanky Original Rubber Shoes,5,"bagus, sesuai deskripsi, proses sat set, recommended seller"
Kanky Story Gozen - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,5,Asli cantik sekali. Next mau beli sepatux merek ini saja. Bahus banget
Kanky x Tirta Story Sensu V2 - Sepatu Casual Sport Pria/Wanita Dewasa,5,bagusss polll sukaaa
Kanky Story Gozen - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,4,"Sepatu ke 2 dari kanky, yg ini gokill parahh🤯🤯"
Kanky Story Hageshi - Sepatu Sneakers Running Pria/Wanta Dewasa,4,Sesuai gambar pas dan semoga awet aja sih
Kanky Sportsyle EXC 02 - Sepatu Sport Casual Sport Style Pria Dewasa,5,Kelas Kau Boy 🔥
Kanky Story Gozen - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,5,Aaaaa cantiiiiikkk bgttt😍😍😍😍🫶🫶🫶🫶💗💗💗
Kanky Story Gozen - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,5,Bagus bngt
Kanky Yuga Makie - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa Kanky Original Shoes,5,spatunya cocok
Kanky Story Suiko - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,5,Bagus
Kanky x Tirta Story Sensu V2 - Sepatu Casual Sport Pria/Wanita Dewasa,5,bagus betttt
Kanky Story Honjo - Sepatu Sneakers Casual Sport Sekolah Pria Kanky Rubber Shoes,5,"Mantab, bagus dan sesuia gambar pengiriman cepat. 
Semoga awet"
Kanky Story Gozen - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,5,"Bagus pas di kaki nyaman banget, dan ternyata warnanya kalem ga seterang di gambar👍👍👍👍👍👍👍👍"
Kanky Hiro Musashi - Sepatu Sneakers Casual Sport Sekolah Pria Dewasa,5,Barang cepat sampai produk bagus
Kanky Story Suiko - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,5,Enak dipakai empuk jg
Kanky Story Gozen - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,5,"Bagus banget, ringan"
Kanky x Tirta Story Mizu - Sepatu Sneakers Running Pria Dewasa,5,Barang bagus .buat joging nyaman
Kanky x Tirta Story Mizu - Sepatu Sneakers Running Pria Dewasa,5,"Bentuk dan ukuran: Sesuai pesanan
Warna: Hitam"
Kanky Story Gozen - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,5,Bgus
Kanky Story Suiko - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,5,"Ukuruanny pas, warna sesuai.
Belum di coba"
Kanky Hiro Musashi - Sepatu Sneakers Casual Sport Sekolah Pria Dewasa,5,"Diatas ekspektasi..... Luar biasaaaaaa bagus ini sepatu.. Perfecto!!!
Dipakainya sangat nyaman.
Perihal ukuran harus dinaikan 1 ukuran dari sepatu merek luar.
Respon Sell... "
Kanky x Tirta Story Mizu - Sepatu Sneakers Running Pria Dewasa,5,nyaman bgt ges enteng juga
Kanky x Tirta Story Sensu V2 - Sepatu Casual Sport Pria/Wanita Dewasa,5,"Masya Allah...... cakep kep kep cakep banget sepatunya jd terhura.. 😂 walopun pengiriman ekspedisinya terhambat.. worth it to buy ya ciwik2 ringan , nyaman, cakep warnan... "
Kanky Sportsyle EXC 01 - Sepatu Sport Casual Sport Style Pria Dewasa,5,Warna: 👍👍👍
Kanky Hiro Nobunaga V2 - Sepatu Sneakers Casual Sport Sekolah Pria Dew,5,"mantep.. upsize dr 42 ke 43, pas pake kaos kaki pas dan nyaman.. jos banget. trims!"
Kanky Story Gozen - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,5,"Can't wait to wear the shoes, feel so comfy
Shape and size: True to size
Color: Black with a bit of metalic blue"
Kanky Hiro Nobunaga - Sepatu Sneakers Casual Sport Sekolah Pria Dewasa,5,Kualitasnya bagus dan pengiriman cepat
Kanky Story Honjo - Sepatu Sneakers Casual Sport Sekolah Pria Kanky Rubber Shoes,5,ENAK BANGET PLIS BUAT OLAHRAGA
Kanky Hiro Musashi - Sepatu Sneakers Casual Sport Sekolah Pria Dewasa,4,"Lumayan bagus , tp tidak sebagus honjo story series , sayang harus bolak balik krn ada cacat produksi, tapi sudah diganti oleh penjual dg yg lebih baik, semoga ke depan d... "
Kanky Yuga Makie - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa Kanky Original Shoes,5,"Sampai dengan selamat dan kali pertama beli kanky ternyata bagus dan ringan sepatunya..
Sukses kanky
Kanky pride"
Kanky Story Kitadake - Sepatu Gunung Casual Sport Style Pria Dewasa,5,Josss ga nyesell
Kanky x Tirta Story Mizu - Sepatu Sneakers Running Pria Dewasa,5,"Paket diterima selamat, pembelian ke 4, produk memuaskan dan keren
Toko dan kurir amanah
Terima kasih"
Kanky Story Kogyuku - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,5,Pengiriman cepat. kualitas sepatu bagus👌👌
Kanky Story Kitadake - Sepatu Gunung Casual Sport Style Pria Dewasa,5,jos
Kanky Yuga Makie - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa Kanky Original Shoes,5,"bagusss dari segi kualistas tampilan semua2nyaa, best"
Kanky Hiro Nobunaga - Sepatu Sneakers Casual Sport Sekolah Pria Dewasa,5,Mantap luar biasa menurutq sih
Kanky x Tirta Story Sensu V2 - Sepatu Casual Sport Pria/Wanita Dewasa,5,"Buat produknya ku kasih bintang 5, super duper nyaman dipakai. Ku pakai buat treadmill speed 5 enak bgt, biasanya aku ga kuat max speed 4. Agak sebel krn lama sampenya, b... "
Kanky x Tirta Story Sensu V2 - Sepatu Casual Sport Pria/Wanita Dewasa,5,Pelayanan sip. Salah ukuran bisa di gant
Kanky x Tirta Story Mizu - Sepatu Sneakers Running Pria Dewasa,5,"Suka, pas di kaki sesuai guide ukuran, nyaman, bakal jadi daily use ke kantor"
Kanky x Tirta Story Mizu - Sepatu Sneakers Running Pria Dewasa,5,Sudah sampai dengan selamat. Sudah saya duga harus ambil 44 daripada 42 seperti kata admin karena pas 44nya. Akhirnya memulai jalan/lari pagi yg konsisten. Terima kasih K... 
Kanky Story Kitadake - Sepatu Gunung Casual Sport Style Pria Dewasa,5,",⭐⭐⭐⭐⭐"
Kanky Yuga Makie - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa Kanky Original Shoes,5,bagus bangettt
Kanky Story Honjo - Sepatu Sneakers Casual Sport Sekolah Pria Kanky Rubber Shoes,5,Mantap
Kanky Hiro Keiji V2 - Sepatu Sneakers Casual Sport Sekolah Pria Dewasa,5,Bagus banget sesuai cocok lagi pass
Kanky Yuga Ikebana - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,5,baguss cuma kurang lebar aja
Kanky x Tirta Story Mizu - Sepatu Sneakers Running Pria Dewasa,5,Alhamdulillah paket sudah sampai klo kanky sudah g diragukan lagi merk lokal tp keren banget untuk anakq sekolah keren banget
Kanky Yuga Ikebana - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,5,ukurannya sesuai ga perlu upsize. semoga awett
KANKY x STAPLE  EXC-02  -  Sepatu Casual Sport Style Pria Dewasa - Kanky Sportstyle,5,Sangat keren
Kanky Street RC-01 by Rico Lubis - Sepatu Basketball Pria Dewasa,5,"bagus bahanya semoga awet, pengiriman cepat"
Kanky Story Suiko - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,5,"Keren, empuk, enak banget dipakainya"
Kanky x Tirta Story Sensu V2 - Sepatu Casual Sport Pria/Wanita Dewasa,5,Tidak pernah mengecewakan
Kanky Story Kitadake - Sepatu Gunung Casual Sport Style Pria Dewasa,5,"Setalah penantian akhirnya readystock juga, sepatunya well, model nya cakep, keren, ukurannya pas dikaki. Menyala Produk Lokal tak gentar. Order ke 3 kalinya nih"
Kanky Story Suiko - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,5,Cakep bgt
Kanky Hiro Musashi - Sepatu Sneakers Casual Sport Sekolah Pria Dewasa,5,Bagus dan mantap
Kanky x Tirta Story Mizu - Sepatu Sneakers Running Pria Dewasa,5,"pesen pagi, sampai siang. packing aman. produk bagus. pas dicoba terasa bahan dan solnya nyaman."
Kanky x Tirta Story Mizu - Sepatu Sneakers Running Pria Dewasa,5,Mantap 🔥🔥🔥🔥🔥
Kanky Story Gozen - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,5,"Gak pernah salah klo pilih kanky sesuai real picture, sepatu ok. puas deh. Cuma boxnya agak penyok tapi sepatunya Aman. 
Trims"
Kanky Hiro Musashi - Sepatu Sneakers Casual Sport Sekolah Pria Dewasa,5,Cakep banget kyak sepatu mahal dengan harga segini sangat bagus
Kanky Yuga Makie - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa Kanky Original Shoes,5,"baguss bangeett, sesuai expetasi!"
Kanky Hiro Nobunaga - Sepatu Sneakers Casual Sport Sekolah Pria Dewasa,5,"Sepatunya ok,cuma ada yg kurang bagian belakang sepatu motif nya beda"
Kanky Yuga Makie - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa Kanky Original Shoes,5,"CANTIIK BGTTT AAAAAAA🥺🥺💗💗💗
nyaman juga dipakai💗💗💗"
Kanky Hiro Nobunaga - Sepatu Sneakers Casual Sport Sekolah Pria Dewasa,5,Mantaap
Kanky x Tirta Story Mizu - Sepatu Sneakers Running Pria Dewasa,5,"Bagus bahannya ringan empuk pula, mantap pokonya KANKY👍👍👍"
Kanky Story Honjo - Sepatu Sneakers Casual Sport Sekolah Pria Kanky Rubber Shoes,5,"Barangnya cakep dan kualitasnya bagus sebagai produk lokal, pengirimannya juga cepat. Sepatunya ringan banget dan untuk ukuran 45 kirain bakal kegedean karena kaki ukurnn... "
Kanky Yuga Ikebana - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,5,Bagus
Kanky x Tirta Story Mizu - Sepatu Sneakers Running Pria Dewasa,5,"Cakep, ukuran sesuai, barang sesuai, enak d kaki, buat lari 5k sd 10k cocok
Bias buat nongki juga bagus sih buat hrg yg 200an ini"
Kanky Story Gozen - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,5,"Aaa sukaa....
Makasih pokoknya puas deh"
Kanky Story Honjo - Sepatu Sneakers Casual Sport Sekolah Pria Kanky Rubber Shoes,5,"Mantap, kaki panjang 24cm pake size 40 pas banget"
Kanky Story Suiko - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,5,"Sepatunya sesuai ekspetasi,bagus,ringan kalau di pakai"
Kanky Hiro Musashi - Sepatu Sneakers Casual Sport Sekolah Pria Dewasa,5,"Mantap, dan pas di kaki. Terima kasih"
Kanky Yuga Ikebana - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,5,Rekomended terimakasih seller 👍
Kanky Hiro Musashi - Sepatu Sneakers Casual Sport Sekolah Pria Dewasa,5,"Kerenn, biar bintang yg menilai 😁"
Kanky x Tirta Story Sensu V2 - Sepatu Casual Sport Pria/Wanita Dewasa,5,Sudah order ke 3 merek ini tidak pernah gagal
Kanky Klasik Story Kitaro - Sepatu Sneakers Casual Sport Sekolah Pria Dewasa,5,sepatu bagus kualitas mantap
Kanky Hiro Nobunaga - Sepatu Sneakers Casual Sport Sekolah Pria Dewasa,5,Keren
Kanky x Tirta Story Mizu - Sepatu Sneakers Running Pria Dewasa,5,Bagus
Kanky x Tirta Story Mizu - Sepatu Sneakers Running Pria Dewasa,5,harus upsize ternyata.. jadi agak sempit :(
Kanky Yuga Ikebana - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,5,"Alhamdulillah barang sesuai dengan yang di gambar, pacar ku sangat senang saat paketnya datang dan sesuai dengan yg di inginkan malah langsung ajak joging, trimakasih KAN... "
Kanky x Tirta Story Mizu - Sepatu Sneakers Running Pria Dewasa,5,Sesuai deskripsi
Kanky Hiro Nobunaga - Sepatu Sneakers Casual Sport Sekolah Pria Dewasa,5,Good 👍
Kanky Story Gozen - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,5,Bagus banget sepatunya
Kanky x Tirta Story Mizu - Sepatu Sneakers Running Pria Dewasa,5,Bagus bangeettt. Enak. Empuk. Nyaman. Nggak gerah. Ringan. Kokoh. Tampilannya cakep.
Kanky x Tirta Story Mizu - Sepatu Sneakers Running Pria Dewasa,5,Bagus bangeettt. Enak. Empuk. Nyaman. Nggak gerah. Ringan. Kokoh. Tampilannya cakep.
Kanky Yuga Makie - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa Kanky Original Shoes,5,Bagus pas di kaki 🤩
Kanky Story Gozen - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,4,Alhamdulillah brngnha sdh tiba.
Kanky Hiro Nobunaga V2 - Sepatu Sneakers Casual Sport Sekolah Pria Dew,5,dengan harga segitu dpt barang bagus banget. ga kecewalah
Kanky Story Kitadake - Sepatu Gunung Casual Sport Style Pria Dewasa,5,Rekomended
Kanky x Tirta Story Mizu - Sepatu Sneakers Running Pria Dewasa,5,Nyaman enak di pake tp Rada kekecilan buat yang mau co mending upsize 1 nomor biar lebih enak
Kanky Story Suiko - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,5,Belum di coba buat istri
Kanky Story Kogyuku - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,5,Daya tahan pakai: Kuat tahan banting
Kanky x Tirta Story Mizu - Sepatu Sneakers Running Pria Dewasa,5,Mantap
Kanky Story Honjo - Sepatu Sneakers Casual Sport Sekolah Pria Kanky Rubber Shoes,5,Nyaman banget!
Kanky x Tirta Story Mizu - Sepatu Sneakers Running Pria Dewasa,4,"Desain Bagus, empuk, nyaman"
Kanky Story Kitadake - Sepatu Gunung Casual Sport Style Pria Dewasa,5,halo sayangku💚 you're home now.  big thanks kanky. merk favorite banget🥹✨
Kanky Hiro Musashi - Sepatu Sneakers Casual Sport Sekolah Pria Dewasa,5,🔥
Kanky Story Honjo - Sepatu Sneakers Casual Sport Sekolah Pria Kanky Rubber Shoes,5,Sepatu bagus banget
Kanky x Tirta Story Sensu V2 - Sepatu Casual Sport Pria/Wanita Dewasa,5,Baguss bgt
Kanky Story Kitadake - Sepatu Gunung Casual Sport Style Pria Dewasa,5,"perngiriman cepat, build quality sepatu mantap"
Kanky x Tirta Story Sensu V2 - Sepatu Casual Sport Pria/Wanita Dewasa,5,bagus sesuai gambar
Kanky Story Suiko - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,5,"Alhamdulillah sepatunya ringan enak nyaman untuk joging dengan harga segini. 
Lumayan Worth it
Terimakasih"
Kanky Story Gozen - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,5,Nice pas buat aku yg pendekk jadi tinggi pake ni sepatu kita liat yaaa untuk satu bulan kedepan aku pake buat jalan santai
Kanky x Tirta Story Mizu - Sepatu Sneakers Running Pria Dewasa,5,semoga awet
Kanky x Tirta Story Mizu - Sepatu Sneakers Running Pria Dewasa,4,Good
Kanky Story Kitadake - Sepatu Gunung Casual Sport Style Pria Dewasa,5,"terlalu bagus, terima kasih."
Kanky Story Hageshi - Sepatu Sneakers Running Pria/Wanta Dewasa,5,Enak banget dipakai ngantor yang sering jalan
Kanky Story Gozen - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,5,"Suka sepatu ny,,next co lagi warna lain atau model lain"
Kanky x Tirta Story Mizu - Sepatu Sneakers Running Pria Dewasa,5,Rekomen bangett baguss pokok👍🏼👍🏼
Kanky Yuga Makie - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa Kanky Original Shoes,5,Puas banget. Sesuai expektasi. 👍
Kanky Yuga Makie - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa Kanky Original Shoes,5,Mantaps
Kanky Story Kogyuku - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,4,"Baguss cuma sayang uk 39 betul2 pressss
Saran lebih baik di lebihin 1 uk klo pesan"
Kanky Story Honjo - Sepatu Sneakers Casual Sport Sekolah Pria Kanky Rubber Shoes,5,"barang ori sesuai ekspetasi, pengiriman cepat"
Kanky Hiro Musashi - Sepatu Sneakers Casual Sport Sekolah Pria Dewasa,5,"Sekeren ini produk lokal,
diluar perkiraan, sepatu empuk nyaman dipakai, bahanya terlihat berkualitas... modelnya modis"
KANKY x STAPLE  EXC-02  -  Sepatu Casual Sport Style Pria Dewasa - Kanky Sportstyle,5,👍
Kanky x Tirta Story Mizu - Sepatu Sneakers Running Pria Dewasa,5,"keren sepatunya, pas juga sama ukuran 44"
KANKY x AGAINST LAB Story Kitadake & EXC-02 - Sepatu Casual Sport Style Pria Dewasa - Kanky Sportstyle,5,Sip mantap gan
Kanky Yuga Ikebana - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,5,Bagus 👍
Kanky Yuga Makie - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa Kanky Original Shoes,5,Bagus banget
Kanky Story Suiko - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,5,Biar bintang yg berbicara
Kanky Hiro Musashi - Sepatu Sneakers Casual Sport Sekolah Pria Dewasa,5,Mantap cakep sekali
Kanky Story Suiko - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,5,Enteng banget. Empuk. Gak salah pilih sih gue.
Kanky x Tirta Story Mizu - Sepatu Sneakers Running Pria Dewasa,5,"nice, untuk yg mau beli coba perhatikan lagi panduan ukurannya, karena saya upsize dari 42 ke 43 pun masih kerasa ngepas, kaki orang beda-beda sih, cuma biar lebih aman p... "
Kanky x Tirta Story Mizu - Sepatu Sneakers Running Pria Dewasa,5,Ok
Kanky Street RC-02 by Rico Lubis - Sepatu Basketball Pria Dewasa,5,Bagis n keren
Kanky x Tirta Story Mizu - Sepatu Sneakers Running Pria Dewasa,5,Gapernah salah pilih kanky
Kanky Klasik Story Kitaro - Sepatu Sneakers Casual Sport Sekolah Pria Dewasa,5,Bagus. Size Cocok. Recomended... 👍
Kanky Story Kitadake - Sepatu Gunung Casual Sport Style Pria Dewasa,5,"barang sesuai deskripsi, packing aman, pengiriman cepat"
Kanky Yuga Makie - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa Kanky Original Shoes,5,"bagusss , sepatunya enak di pakaii"
Kanky Yuga Makie - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa Kanky Original Shoes,5,bagus bgtt sepatunya
Kanky Hiro Keiji V2 - Sepatu Sneakers Casual Sport Sekolah Pria Dewasa,5,Bagus
Kanky Yuga Makie - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa Kanky Original Shoes,5,Pas ukurannya
Kanky Hiro Nobunaga V2 - Sepatu Sneakers Casual Sport Sekolah Pria Dew,5,mantap sepatu nya tapi gak ada ukuran 43 jadi pas banget sama kaki
Kanky x Tirta Story Mizu - Sepatu Sneakers Running Pria Dewasa,5,"Pengiriman cepat mantap 
Sesuai"
