Produk,Rating,Ulasan
Kanky Story Suiko - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,5,"Cantik banget, ringan, dan kliatan kuat."
Kanky Klasik Story Kitaro - Sepatu Sneakers Casual Sport Sekolah Pria Dewasa,5,"Baguss, memuaskan"
Kanky Story Honjo - Sepatu Sneakers Casual Sport Sekolah Pria Kanky Rubber Shoes,5,Bagus banget 😭😭😭😭😍
Kanky Story Honjo - Sepatu Sneakers Casual Sport Sekolah Pria Dewasa Kanky Original Rubber Shoes,5,"Ini kedua kalinya beli sepatu Kanky & gak pernah kecewa.. Kualitas bagus juga nyaman dipakai.. Lanjutkan produk"" bagusnya👍"
Kanky x Tirta Story Sensu V2 - Sepatu Casual Sport Pria/Wanita Dewasa,5,Terbaikkkk
Kanky Story Honjo - Sepatu Sneakers Casual Sport Sekolah Pria Dewasa Kanky Original Rubber Shoes,5,"Sepatunya mantab pokoknya the best v seharusnya sy ambil size 40 biar agak longgar krna size 39 hx sdkit lebihnya,next ambil size 40"
Kanky Story Suiko - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,4,Baguussss
KANKY x AGAINST LAB Story Kitadake & EXC-02 - Sepatu Casual Sport Style Pria Dewasa - Kanky Sportstyle,5,"Alhamdulillah barang sudah sampe, harusnya saya up size Dari 42 ke 43 biar gak terlalu ngepas. Semoga ada rejeki Lagi buat beli. Aamiin"
Kanky Yuga Makie - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa Kanky Original Shoes,5,wow wow wow
Kanky Sportsyle EXC 01 - Sepatu Sport Casual Sport Style Pria Dewasa - Kanky Sportstyle,5,berkualitas dan model mantap. harga affordable dgn bahan yg bagus. pengiriman cepat
Kanky Street RC-01 by Rico Lubis - Sepatu Basketball Pria Dewasa,5,berkualitas dan model mantap. harga affordable dgn bahan yg bagus. pengiriman cepat.
Kanky x Tirta Story Sensu V2 - Sepatu Casual Sport Pria/Wanita Dewasa,5,"Barang sudah sampe bagus keren pokoknya empuk, pengiriman cepat"
Kanky Story Honjo - Sepatu Sneakers Casual Sport Sekolah Pria Kanky Rubber Shoes,5,"Mantull, udh sampe barangnya gokil.
Nyaman bet ini sepatu, 11-12 lah sama sepatu luar negri"
Kanky Story Suiko - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,5,Bagus empuk ringannn
Kanky Hiro Nobunaga V2 - Sepatu Sneakers Casual Sport Sekolah Pria Dewasa,5,Alhamdulillah barang sudah sampe sesuai dengan harapan🙏
Kanky Yuga Ikebana - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,5,Mantap
Kanky Story Gozen - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,5,Sepatunya bagus banget warnanya cantik dan ukurannya pas
Kanky Yuga Makie - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa Kanky Original Shoes,5,"makasih min udah denger suara hati customer, gampang return pokoknya bangga sepatu lokal🥰🫶🏻"
Kanky Story Honjo - Sepatu Sneakers Casual Sport Sekolah Pria Dewasa Kanky Original Rubber Shoes,5,Pokoknya well
Kanky Story Honjo - Sepatu Sneakers Casual Sport Sekolah Pria Kanky Rubber Shoes,5,Bagus sepatunya
Kanky Story Gozen - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,5,"bagus,enak buat running juga"
Kanky Story Honjo - Sepatu Sneakers Casual Sport Sekolah Pria Kanky Rubber Shoes,5,"Sepatunya oke banget, cocok dan nyaman dipakai"
Kanky Klasik x NTL Xira & Nychta - Sepatu Sneakers Casual Pria/Wanita Dewasa,5,Gk pake foto cakep beneran gk boong ini mah
Kanky x Tirta Story Sensu V2 - Sepatu Casual Sport Pria/Wanita Dewasa,5,"Untuk first impression, kualitas bagus untuk harga segini dan dipakai nyaman. Semoga awet."
Kanky Hiro Nobunaga V2 - Sepatu Sneakers Casual Sport Sekolah Pria Dewasa,5,Wew bagus bgt ini...pantesan cpet abis
Kanky Story Suiko - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,5,"Pertama kali beli produk kanky, ternyata senyaman itu🥰"
Kanky Story Hageshi - Sepatu Sneakers Running Pria/Wanta Dewasa,5,Chakeeppp bangettt sukaaaa🥰🥰🥰
Kanky Story Suiko - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,5,Bagus bgt sumpahhhhh. Ga nyesel beli ini pertama kali nya. The best bgt pokoknyaaaa.
Kanky Story Honjo - Sepatu Sneakers Casual Sport Sekolah Pria Kanky Rubber Shoes,5,"Mantap produknya, pengirimannya cepat dan admin responsif"
Kanky Story Honjo - Sepatu Sneakers Casual Sport Sekolah Pria Dewasa,5,"Mantab, nyaman. 
Saya masih menganggap bawahnya styrofoam biar lebih hati2 ngerawatnya. Karena susah banget dimengerti gimana harga segitu bisa bagus banget.
Overall, ena... "
Kanky Story Hageshi - Sepatu Sneakers Running Pria/Wanta Dewasa,5,Sepatunya keren 👍
Kanky Yuga Ikebana - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,5,baguss sesuai💯 nyaman bgtt dipake sekolahh
Kanky x Tirta Story Sensu V2 - Sepatu Casual Sport Pria/Wanita Dewasa,5,"Mendarat dengan selamat , semoga awet"
Kanky Story Suiko - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,5,"Mantap pkoknya.. bagus yaw. Mudah""n awet buat dipake tiap hari"
Kanky Hiro Nobunaga V2 - Sepatu Sneakers Casual Sport Sekolah Pria Dew,5,"pengiriman cepat, pesan kemarin hari ini sudah tiba. untuk kualitas bahan dan lem bagus. semoga awet"
Kanky Hiro Nobunaga V2 - Sepatu Sneakers Casual Sport Sekolah Pria Dewasa,5,Sepatu nya pas dan rapih
Kanky Story Honjo - Sepatu Sneakers Casual Sport Sekolah Pria Kanky Rubber Shoes,4,"barangnya bagus sayang jntnya lambat ngirim ke delay 2,5 minggu"
Kanky Hiro Keiji V2 - Sepatu Sneakers Casual Sport Sekolah Pria Dewasa,5,"kardus penyok, sepatu aman"
Kanky Story Suiko - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,5,Bagus bangettt kyk hrga 500san
Kanky Story Suiko - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,5,Empuk as expected
Kanky Story Hageshi - Sepatu Sneakers Running Pria/Wanta Dewasa,5,"model bagus, nyaman di pakai, warna sesui dengan yg di pesan keren"
Kanky Hiro Musashi - Sepatu Sneakers Casual Sport Sekolah Pria Dewasa,5,barang sesuai deskripsi dan gambar. sepatunya juga ringan dan nyaman dipakai
Kanky Story Suiko - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,5,Bagussss bangett semii
Kanky Hiro Keiji V2 - Sepatu Sneakers Casual Sport Sekolah Pria Dewasa,5,Nyaman dan empuk
KANKY x STAPLE  EXC-02  -  Sepatu Casual Sport Style Pria Dewasa - Kanky Sportstyle,4,🤘🏻
Kanky Story Kenshin - Sepatu Sneakers Casual Sport Sekolah Pria Dewasa Kanky Original,5,Oke
Kanky Klasik x NTL Xira & Nychta - Sepatu Sneakers Casual Pria/Wanita Dewasa,5,ga pernah ngecewain
KANKY x STAPLE  EXC-02  -  Sepatu Casual Sport Style Pria Dewasa - Kanky Sportstyle,5,Mantab  keren 👍
Kanky Story Gozen - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,5,Bagus
Kanky Yuga Makie - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa Kanky Original Shoes,5,Bagus
Kanky Story Suiko - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,5,"realpict, puass👌🏻"
Kanky Yuga Ikebana - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,5,"Bentuk dan ukuran: simpel
Warna: black/white
enak banget si di pakenya ringan, minus di pengiriman aja, ga di pakein bubble wrap, jadi kurang aman, but Alhamdulillah samp... "
Kanky Story Honjo - Sepatu Sneakers Casual Sport Sekolah Pria Dewasa,5,"Satu kata, Enak!"
Kanky Story Hageshi - Sepatu Sneakers Running Pria/Wanta Dewasa,5,Bahan ny bagus ..dan cocok untuk joging dan lari
KANKY x STAPLE  EXC-02  -  Sepatu Casual Sport Style Pria Dewasa - Kanky Sportstyle,5,"Pertama kali beli kanky...
Real pict...thanks ya"
Kanky x Tirta Story Sensu V2 - Sepatu Casual Sport Pria/Wanita Dewasa,5,"Alhamdulillah akhir dapet x Tirta size 42 ,KEREN"
Kanky x Tirta Story Sensu V2 - Sepatu Casual Sport Pria/Wanita Dewasa,5,Mantap bagus
Kanky Story Hageshi - Sepatu Sneakers Running Pria/Wanta Dewasa,5,lumayan
Kanky Story Hageshi - Sepatu Sneakers Running Pria/Wanta Dewasa,5,"nice. thank you bos, semoga awet kaya yang sebelumnya"
Kanky Story Suiko - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,5,keren
KANKY x AGAINST LAB Story Kitadake & EXC-02 - Sepatu Casual Sport Style Pria Dewasa - Kanky Sportstyle,5,LITERALLY TALK THE WALK! Overdeliver parah Kanky! Ga nyangka sepatu lokal udah sebagus ini dan harusnya mungkin bisa jutaan harganya. Walaupun ngepas di kaki tapi super h... 
Kanky Yuga Ikebana - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,5,"Gak usah up / down size
Bagus banget"
Kanky x Tirta Story Sensu V2 - Sepatu Casual Sport Pria/Wanita Dewasa,5,"pass, sesuai gambar
Wearability: comfy
Color: nice color"
Kanky Story Kogyuku - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,5,Enak di pakek🥰👍
Kanky Klasik Story Kitaro - Sepatu Sneakers Casual Sport Sekolah Pria Dewasa,4,"panas, gak sirkulasi angin masuk. kalo gak tahan gerah, mending cari sepatu lain kalo mau buat jalan. kenyamanan b aja. masih lebih empuk honjo. cocok buat daily beater a... "
Kanky Story Gozen - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,5,Good good
Kanky Hiro Keiji V2 - Sepatu Sneakers Casual Sport Sekolah Pria Dewasa,5,Bagus sepatunya sesuai budget
Kanky Yuga Makie - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa Kanky Original Shoes,5,"Sudah 4x bl produk kanky
Tidak mengecewakan 😍😍😍"
Kanky Hiro Nobunaga V2 - Sepatu Sneakers Casual Sport Sekolah Pria Dewasa,5,Bagus
Kanky Yuga Ikebana - Sepatu Sneakers Casual Sport Sekolah Wanita,5,"puas banget sama sepatunya, warna dan ukuran sesuai 
sangat bagus nyaman dan empuk"
Kanky Story Honjo - Sepatu Sneakers Casual Sport Sekolah Pria Dewasa Kanky Original Rubber Shoes,5,"ultraboost lokall,jadi daily beater sihh inii empuk buat jalan+berdiri lamaa
Keep improve kanky 
Brand sepatu lokal favorit"
Kanky Story Suiko - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,5,"awalnya kendala sol tinggi sebelah, tapi bisa ditukar barangnya. size true to size. thanks seller. sepatunya nyaman dipake"
Kanky Story Suiko - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,5,sesuai pesanan
Kanky x Tirta Story Sensu V2 - Sepatu Casual Sport Pria/Wanita Dewasa,5,"Ke 2 x ny beli merk ini, sllu puas... 
Keren abis poko ny
Te o p begete deh"
Kanky Street RC-02 by Rico Lubis - Sepatu Basketball Pria Dewasa,5,"ukuran pas, pengirman cepat"
Kanky Story Honjo - Sepatu Sneakers Casual Sport Sekolah Pria Kanky Rubber Shoes,5,Bagus Dan nyaman  di pake
Kanky Hiro Nobunaga V2 - Sepatu Sneakers Casual Sport Sekolah Pria Dew,5,Keren sih ini
Kanky Klasik x NTL Xira & Nychta - Sepatu Sneakers Casual Pria/Wanita Dewasa,5,Mantap sepatunya👍👍
Kanky Sportsyle K-FLEX  - Sepatu Sport Casual Sport Style Pria Dewasa - Kanky Sportstyle,5,"admin sangat tanggap, Alhamdulillah ukuran pas! enak di kaki!"
Kanky Story Suiko - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,5,"sepatu bagus, warna cantik, semoga awet yaaa"
Kanky Yuga Makie - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa Kanky Original Shoes,5,bagus ringan enak
Kanky Story Gozen - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,5,"Lucu banget ada glitternya di tali sepatunya, solnya juga empuk enak banget dipakenya. Sepatu kedua ku dari kanky keren banget se awet itu dan senyaman itu. Makasih selle... "
Kanky Hiro Nobunaga V2 - Sepatu Sneakers Casual Sport Sekolah Pria Dewasa,4,"Lebih diperkirakan lagi proses pengirimannya, lebih perbaiki dalam packing. Masa kardusnya hancur gini."
Kanky Story Hageshi - Sepatu Sneakers Running Pria/Wanta Dewasa,5,Baguuus buangeeeeet ...bakalan order lagi
Kanky Story Honjo - Sepatu Sneakers Casual Sport Sekolah Pria Dewasa Kanky Original Rubber Shoes,5,Mantap sampaikan cepat pula
Kanky Story Hageshi - Sepatu Sneakers Running Pria/Wanta Dewasa,5,pas dan gagah
Kanky Story Suiko - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,5,Lucu dan gemoy abiezzzz
Kanky Story Gozen - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,5,CAKEP BGT AMPUNNN
Kanky Story Suiko - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,5,Ok barangnya sesuai gambar
Kanky Story Suiko - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,5,"Baguss, pas bangettt"
Kanky Story Honjo - Sepatu Sneakers Casual Sport Sekolah Pria Kanky Rubber Shoes,5,Mantap udah kedua kali beli kanky gak pernah kecewa. The best pokoknya kanky pertahankan kualitasnya
Kanky Story Hageshi - Sepatu Sneakers Running Pria/Wanta Dewasa,5,Bagus ringan dikaki
Kanky Sportsyle K-FLEX  - Sepatu Sport Casual Sport Style Pria Dewasa - Kanky Sportstyle,5,Sepatu telah diterima.
Kanky x Tirta Story Sensu V2 - Sepatu Casual Sport Pria/Wanita Dewasa,5,Overall puas banget sihhh
Kanky Story Gozen - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,5,Baguss bangettt udah 2 kali beli sepatu disini karena awet di pakai
Kanky Yuga Makie - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa Kanky Original Shoes,5,Bagus ringan sesuai pesanan
Kanky Hiro Nobunaga - Sepatu Sneakers Casual Sport Sekolah Pria,5,huuhhuu nya a dari berbagai sumber yang hhhhh nya yeyyy nya a dari berbagai sumber yang hhhhh nya yeyyy nya a dari berbagai sumber yang hhhhh
Kanky Yuga Ikebana - Sepatu Sneakers Casual Sport Sekolah Wanita,5,Oke banget
Kanky Yuga Makie - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa Kanky Original Shoes,5,Mantap
Kanky Story Gozen - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,5,"Empukkkk bgt, enak buat jln jauh"
Kanky Story Hageshi - Sepatu Sneakers Running Pria/Wanta Dewasa,5,"order yg ke dua khanky, mantapp design nya keren order kamis sampe sabtu langsung pake running minggu pagi. mantapp 👍🏼☀️🏃🏻‍♂️"
Kanky Story Suiko - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,5,"barang nya udah sampai,enak di pakai untuk joging,next beli lagi warna lain"
Kanky Sportsyle EXC 01 - Sepatu Sport Casual Sport Style Pria Dewasa,5,Perfect
Kanky Hiro Keiji V2 - Sepatu Sneakers Casual Sport Sekolah Pria Dewasa,5,"produk original, barang sesuai dengan foto, pengiriman cepet banget, respon seller terbaik"
Kanky Story Suiko - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,5,Oke.. bagus barangnya. Puas
Kanky Yuga Ikebana - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,5,Sepatu nya sesuai pesanan
Kanky Story Suiko - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,5,bagus cuman packagingnya ga tebel
Kanky Yuga Ikebana - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,4,"Biasa aja, sesuai harga"
Kanky Story Suiko - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,5,"mantap nyaman dipakai ,bahan bagus, ringan, seller ramah"
Kanky Story Hageshi - Sepatu Sneakers Running Pria/Wanta Dewasa,3,Aga sakit pas di pake bagian atasnya
Kanky Klasik Story Kitaro - Sepatu Sneakers Casual Sport Sekolah Pria Dewasa,5,keren. sesuai ekspektasi. baik model maupun size nya
Kanky Story Suiko - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,5,Nyaman dan sesuai
Kanky Story Hageshi - Sepatu Sneakers Running Pria/Wanta Dewasa,5,sangat keren
Kanky Story Suiko - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,5,Barang bagus
Kanky Street RC-01 by Rico Lubis - Sepatu Basketball Pria Dewasa,5,"Sepatunya sangat bagus keren, saya sangat puas banget"
Kanky Hiro Nobunaga V2 - Sepatu Sneakers Casual Sport Sekolah Pria Dewasa,4,"ada defect lem tidak rapi, tali sepatu cacat"
Kanky Hiro Nobunaga V2 - Sepatu Sneakers Casual Sport Sekolah Pria Dew,5,"reseller terpercaya, barang bagus original okeehh lah pokok ya"
KANKY x STAPLE  EXC-02  -  Sepatu Casual Sport Style Pria Dewasa - Kanky Sportstyle,5,Mantap
Kanky Story Honjo - Sepatu Sneakers Casual Sport Sekolah Pria Dewasa Kanky Original Rubber Shoes,5,"Barang sudah sampai, ukurannya pas banget di kaki 😅"
Kanky Street RC-01 by Rico Lubis - Sepatu Basketball Pria Dewasa,5,Istimewa
Kanky x Tirta Story Sensu V2 - Sepatu Casual Sport Pria/Wanita Dewasa,5,mantap sesuai size semoga awet
Kanky Story Gozen - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,5,Keren
Kanky Story Honjo - Sepatu Sneakers Casual Sport Sekolah Pria Kanky Rubber Shoes,5,Barang bagus
Kanky Story Kenshin - Sepatu Sneakers Casual Sport Sekolah Pria Dewasa Kanky Original,5,"Waduhhhh... 
Gadak obat. 
The bestlah. 
Aslinya lebih mantap daripada di foto. 
Mantap lah ini"
Kanky Hiro Keiji V2 - Sepatu Sneakers Casual Sport Sekolah Pria Dewasa,5,Recommended 🔥
Kanky Yuga Makie - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa Kanky Original Shoes,5,"bagus, pas ukurannya"
Kanky Story Suiko - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,5,"barang bagus, ukuran pas"
Kanky Street RC-02 by Rico Lubis - Sepatu Basketball Pria Dewasa,5,"Kualitas Oke, Nyaman dipakai"
Kanky Story Suiko - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,5,Kualitas good
Kanky x Tirta Story Sensu V2 - Sepatu Casual Sport Pria/Wanita Dewasa,5,"Lumayan, masih baru bau lem nya kerasa. Jd saya angin angin_in dulu sepatu dari dus nya. Terimakasih produsen Lokal Indonesia 👍
Belum sempet dicoba dan akan update revie... "
Kanky Yuga Makie - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa Kanky Original Shoes,5,SUKAAAKK BAGUSS 🫶🏻🫶🏻🫶🏻
Kanky Yuga Makie - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa Kanky Original Shoes,5,"ukurannya pas di kaki, nyaman, ringan"
Kanky Story Honjo - Sepatu Sneakers Casual Sport Sekolah Pria Kanky Rubber Shoes,5,"Good
Good
Nicee"
Kanky Yuga Makie - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa Kanky Original Shoes,5,"Bagus baaaat, syukaa."
Kanky Yuga Makie - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa Kanky Original Shoes,5,"sangat bagus sekali, nyaman dipakai, warnanya cantik😍😍"
Kanky Hiro Nobunaga V2 - Sepatu Sneakers Casual Sport Sekolah Pria Dew,5,"Setelah kehabisan stok terus, akhirnyaaa🥲 sesuai ekspektasi, nyaman, keren. Pengiriman juga cepet. Thankyou, Kanky!"
Kanky Story Suiko - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,5,Nyaman dipake dan ringan
Kanky Story Kitadake - Sepatu Gunung Casual SportStyle Pria Dewasa,5,"Akhirnya dapat juga
Gak pake harga goreng-goreng
😁💚🙏🏽"
Kanky Story Suiko - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,5,Bentuk dan ukuran: Over all good
Kanky Story Honjo - Sepatu Sneakers Casual Sport Sekolah Pria Dewasa,5,Barang sampai dalam kondisi yang sangat baik. Finishing sepatu rapi dan mulus. Jangan lupa up-size 1-2 ukuran dari sepatu yang biasa dipakai karena lebar sepatunya lebih... 
Kanky Hiro Nobunaga V2 - Sepatu Sneakers Casual Sport Sekolah Pria Dewasa,5,Mantap kualitas oke
Kanky Story Suiko - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,4,"Pengiriman cepat, sepatu bagus, toko amanah kurir ramah, next beli lg"
Kanky Yuga Makie - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa Kanky Original Shoes,5,Baguss bgt suka
Kanky Hiro Keiji V2 - Sepatu Sneakers Casual Sport Sekolah Pria Dewasa,5,Pesen kemarin siang. Hari ini langsung sampe.. Mantul seller & ekspedisinya 🙏🏼
Kanky Story Hageshi - Sepatu Sneakers Running Pria/Wanta Dewasa,5,Design kanky gak pernah gagal.
Kanky Klasik Story Kitaro - Sepatu Sneakers Casual Sport Sekolah Pria Dewasa,5,Pembelian ke 2 produk kanky dan gak pernah kecewa sih
Kanky Story Gozen - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,5,"Sepatunya empuk, tapi rada berat klo dibawa lari. Klo cuman buat joging ok ok aja ni sepatu, tp klo dibuat lari rada berat dan lama lama panas"
Kanky Story Hageshi - Sepatu Sneakers Running Pria/Wanta Dewasa,5,"Mantap dan bagus sekali, terima kasih Kanky!"
Kanky Yuga Ikebana - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,5,Mantap.. aku suka
Kanky Yuga Makie - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa Kanky Original Shoes,5,Pas banget
KANKY x AGAINST LAB Story Kitadake & EXC-02 - Sepatu Casual Sport Style Pria Dewasa - Kanky Sportstyle,5,"Desain nya bagus banget, nyaman dan pas di kaki"
Kanky Story Gozen - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,5,"Suka, sesuai"
Kanky Yuga Makie - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa Kanky Original Shoes,5,"bagus banget, sukaa"
Kanky Yuga Makie - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa Kanky Original Shoes,5,sepatu ringan banget dipakai.nyaman modelnya jg bagus warna menarik
Kanky x Tirta Story Sensu V2 - Sepatu Casual Sport Pria/Wanita Dewasa,5,Keren
KANKY x SBTG x STAPLE  Story Fuji & K-FLEX  -  Sepatu Casual Sport Style Pria Dewasa - Kanky Sportstyle,5,Pas kirain bakal kegedean sedikit ternyata pas bagus bgt
Kanky Story Suiko - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,5,Bgus banget kirain bakal berat ternyata ringan banget
Kanky Yuga Makie - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa Kanky Original Shoes,5,"BAGUS BANGET ⭐⭐⭐⭐⭐,tapi bersihinnya susah apalagi kalo ga langsung dicuci pas kena noda"
Kanky Yuga Makie - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa Kanky Original Shoes,4,"packagingnya diperbaiki ya kak padahal official store, mohon dikasi bubble wrap hehe
sepatunya agak kekecilan diukuran kakiku 25.5, engga ku retur karena besok uda dipake... "
